student_id,age,gender,study_time,attendance,parental_education,internet_access,previous_marks,marks,final_result
1380,18,Female,2.5,57.7,Master's,Yes,41.8,35.2,Fail
1381,18,Male,4.9,91.0,Master's,Yes,80.5,59.9,Pass
1382,20,Male,5.5,73.3,Master's,No,75.9,70.0,Pass
1383,19,Female,4.0,60.8,Master's,Yes,70.1,63.3,Pass
1384,21,Male,2.0,83.5,Bachelor's,Yes,72.1,58.2,Pass
1385,20,Female,5.9,90.3,Diploma,Yes,87.2,67.6,Pass
1386,20,Male,2.5,80.7,Bachelor's,Yes,69.5,49.8,Pass
1387,18,Female,2.7,77.2,Diploma,Yes,74.7,54.7,Pass
1388,18,Male,3.7,80.3,Bachelor's,Yes,59.9,44.9,Pass
1389,20,Female,5.3,78.1,Bachelor's,Yes,81.8,77.2,Pass
1390,20,Male,4.4,67.8,Bachelor's,Yes,75.9,59.1,Pass
1391,22,Male,3.8,74.5,Diploma,No,56.7,25.8,Fail
1392,19,Male,3.8,87.5,High School,Yes,58.8,50.9,Pass
1393,19,Male,3.3,85.4,Bachelor's,No,64.2,47.1,Pass
1394,20,Male,4.0,83.8,High School,Yes,65.1,51.7,Pass
1395,19,Male,0.5,71.6,Master's,Yes,64.5,39.9,Fail
1396,21,Female,2.8,80.1,Diploma,Yes,61.5,52.2,Pass
1397,21,Male,3.5,59.1,High School,Yes,53.7,46.5,Pass
1398,19,Male,1.6,83.9,High School,Yes,56.0,42.1,Pass
1399,20,Female,3.7,97.0,Bachelor's,Yes,86.4,66.0,Pass
1400,20,Female,2.9,66.5,Bachelor's,Yes,64.6,46.9,Pass
1401,18,Male,5.6,75.8,Diploma,Yes,74.8,61.8,Pass
1402,21,Male,5.3,,High School,Yes,75.3,56.9,Pass
1403,19,Male,2.6,95.2,Bachelor's,Yes,82.8,66.4,Pass
1404,20,Female,3.0,77.3,Diploma,Yes,60.3,49.2,Pass
1405,18,Female,3.1,74.7,Bachelor's,Yes,78.4,67.4,Pass
1406,21,Male,2.6,61.3,Bachelor's,No,61.3,49.1,Pass
1407,19,Female,3.5,83.1,Diploma,Yes,68.9,49.3,Pass
1408,17,Female,2.2,100.0,High School,Yes,88.4,69.3,Pass
1409,21,Female,1.7,84.9,PhD,Yes,60.1,40.1,Pass
1410,18,Female,4.0,81.8,Bachelor's,Yes,70.9,61.5,Pass
1411,18,Male,4.0,85.4,Bachelor's,No,63.1,47.3,Pass
1412,22,Male,2.1,81.9,High School,Yes,69.8,42.6,Pass
1413,22,Male,4.4,73.5,Bachelor's,Yes,86.2,67.1,Pass
1414,19,Male,2.3,90.6,High School,Yes,79.2,39.6,Fail
1415,20,Female,3.5,84.4,Bachelor's,Yes,82.4,51.4,Pass
1416,19,Female,4.3,82.2,PhD,No,74.5,57.7,Pass
1417,18,Male,3.2,71.8,Diploma,Yes,62.5,47.5,Pass
1418,18,Male,3.8,95.7,High School,Yes,60.1,48.7,Pass
1419,20,Male,2.5,89.0,High School,Yes,82.4,48.8,Pass
1420,20,Female,2.9,76.2,Diploma,Yes,69.3,45.6,Pass
1421,20,Male,2.9,92.5,High School,Yes,64.9,53.3,Pass
1422,20,Male,2.2,76.8,High School,Yes,71.6,53.3,Pass
1423,18,Male,3.0,73.8,Master's,Yes,61.4,47.9,Pass
1424,19,Male,1.1,74.0,Bachelor's,No,60.9,46.5,Pass
1425,17,Female,2.5,63.4,Diploma,Yes,58.5,43.6,Pass
1426,19,Female,2.8,87.0,Master's,Yes,77.7,54.6,Pass
1427,19,Male,2.9,62.8,High School,Yes,58.8,39.5,Fail
1428,21,Female,2.9,69.1,PhD,No,54.7,31.7,Fail
1429,19,Female,3.1,60.2,Diploma,Yes,61.9,43.3,Pass
1430,18,Female,3.8,81.1,Master's,Yes,83.1,71.5,Pass
1431,18,Male,,80.4,Bachelor's,Yes,74.7,64.5,Pass
1432,20,Male,2.3,78.6,Master's,Yes,74.2,63.5,Pass
1433,19,Male,1.6,71.1,PhD,Yes,55.4,38.5,Fail
1434,18,Female,1.8,69.7,Diploma,Yes,58.9,49.3,Pass
1435,18,Male,2.5,86.9,PhD,Yes,67.4,51.9,Pass
1436,20,Male,2.7,76.2,Diploma,Yes,70.8,60.8,Pass
1437,17,Male,,85.3,Diploma,Yes,65.9,48.7,Pass
1438,20,Female,1.5,72.7,Diploma,Yes,64.4,48.1,Pass
1439,20,Male,2.6,83.9,Bachelor's,No,75.5,63.2,Pass
1440,18,Female,3.4,95.7,High School,Yes,77.4,58.8,Pass
1441,18,Female,4.0,88.2,Bachelor's,Yes,78.0,63.8,Pass
1442,22,Male,2.4,77.7,Bachelor's,Yes,58.1,52.6,Pass
1443,19,Female,2.6,84.7,Master's,Yes,71.1,53.8,Pass
1444,19,Male,1.9,79.5,Master's,Yes,62.4,38.0,Fail
1445,20,Female,3.2,82.1,Bachelor's,Yes,67.9,67.0,Pass
1446,21,Male,2.1,78.6,,Yes,60.2,40.9,Pass
1447,22,Female,4.0,,Diploma,Yes,63.5,52.5,Pass
1448,20,Female,0.8,84.2,High School,Yes,42.1,37.5,Fail
1449,19,Female,2.7,71.6,High School,Yes,56.0,36.9,Fail
1450,18,Female,3.6,71.3,Diploma,Yes,68.4,44.9,Pass
1451,20,Male,3.4,67.4,Diploma,Yes,54.0,43.4,Pass
1452,19,Female,6.8,65.2,PhD,Yes,82.8,58.1,Pass
1453,19,Female,3.7,69.2,Bachelor's,Yes,83.7,59.2,Pass
1454,21,Female,1.8,83.7,Diploma,Yes,71.8,52.4,Pass
1455,18,Male,3.1,72.6,Bachelor's,Yes,80.4,56.4,Pass
1456,19,Female,0.8,87.4,High School,No,59.9,28.4,Fail
1457,17,Female,3.1,82.4,Bachelor's,Yes,79.7,70.0,Pass
1458,19,Female,2.1,61.3,Bachelor's,Yes,53.8,38.3,Fail
1459,17,Male,4.4,88.9,Bachelor's,Yes,72.5,69.8,Pass
1460,18,Female,2.5,90.5,Bachelor's,No,46.6,36.2,Fail
1461,18,Male,3.0,71.6,PhD,No,77.0,48.8,Pass
1462,20,Female,2.3,86.4,Master's,Yes,82.8,62.7,Pass
1463,20,Male,5.5,73.0,Bachelor's,No,70.5,55.3,Pass
1464,19,Female,2.8,83.0,Bachelor's,Yes,67.3,44.1,Pass
1465,22,Female,5.7,68.7,Bachelor's,Yes,70.4,68.4,Pass
1466,19,Male,4.3,63.2,High School,Yes,68.1,46.6,Pass
1467,18,Female,3.9,78.0,Diploma,Yes,79.2,47.9,Pass
1468,21,Male,3.7,80.7,High School,Yes,54.3,53.1,Pass
1469,18,Female,3.7,77.8,Bachelor's,Yes,74.6,54.2,Pass
1470,22,Female,0.6,69.6,Bachelor's,No,52.1,27.7,Fail
1471,17,Female,2.8,77.8,Diploma,Yes,66.6,38.0,Fail
1472,22,Female,4.3,84.8,PhD,Yes,82.6,77.9,Pass
1473,17,Female,3.1,81.5,Master's,Yes,70.6,46.7,Pass
1474,21,Male,1.3,83.9,Bachelor's,Yes,62.8,45.5,Pass
1475,19,Male,3.1,75.0,Bachelor's,Yes,66.3,56.4,Pass
1476,22,Female,5.5,94.3,Master's,Yes,93.5,80.4,Pass
1477,17,Female,4.9,69.7,High School,No,70.9,52.4,Pass
1478,19,Female,3.1,87.1,Master's,Yes,75.6,48.1,Pass
1479,22,Female,4.5,94.4,High School,Yes,65.6,50.8,Pass
1480,19,Male,2.7,87.0,Master's,Yes,69.2,55.5,Pass
1481,19,Female,0.9,79.9,Diploma,Yes,66.0,39.1,Fail
1482,20,Male,2.0,76.5,Master's,No,64.4,46.3,Pass
1483,19,Female,5.3,92.9,Master's,Yes,89.8,79.1,Pass
1484,19,Male,2.8,67.1,High School,Yes,74.4,57.2,Pass
1485,19,Male,2.9,71.8,Bachelor's,Yes,74.5,46.0,Pass
1486,21,Male,2.8,77.8,PhD,Yes,71.4,68.7,Pass
1487,17,Male,5.8,95.0,Bachelor's,Yes,81.1,75.6,Pass
1488,18,Female,5.4,86.0,Master's,Yes,62.3,57.6,Pass
1489,22,Male,6.2,71.8,Bachelor's,Yes,78.0,72.3,Pass
1490,21,Male,3.0,78.7,Diploma,Yes,64.2,64.2,Pass
1491,19,Male,3.6,75.5,Diploma,Yes,71.3,44.6,Pass
1492,19,Male,1.2,74.5,High School,Yes,55.0,35.2,Fail
1493,18,Male,5.2,92.3,Master's,Yes,81.4,54.0,Pass
1494,18,Male,1.6,67.6,Diploma,Yes,43.4,31.8,Fail
1495,19,Female,3.5,98.9,Bachelor's,Yes,69.7,60.7,Pass
1496,19,Female,1.7,90.7,Bachelor's,Yes,71.2,52.2,Pass
1497,19,Female,2.4,,Bachelor's,Yes,84.8,58.6,Pass
1498,17,Male,2.1,77.1,Master's,Yes,65.9,35.4,Fail
1499,22,Male,2.4,80.4,PhD,Yes,72.6,57.0,Pass
1500,22,Female,2.5,67.0,Bachelor's,No,68.7,55.5,Pass
1501,20,Male,2.5,76.5,Master's,Yes,61.6,43.4,Pass
1502,19,Male,4.3,87.2,Master's,Yes,81.6,68.9,Pass
1503,18,Male,1.7,95.6,Bachelor's,Yes,63.1,38.6,Fail
1504,20,Male,3.5,70.4,PhD,Yes,78.0,61.7,Pass
1505,20,Male,4.8,78.2,High School,Yes,73.0,55.4,Pass
1506,18,Male,2.5,80.4,High School,Yes,65.7,42.7,Pass
1507,21,Female,2.2,67.3,Master's,No,55.7,33.7,Fail
1508,20,Female,2.9,88.2,Bachelor's,Yes,77.1,56.2,Pass
1509,21,Female,4.8,74.4,Master's,Yes,93.3,74.1,Pass
1510,20,Female,3.5,79.9,Master's,Yes,65.1,44.2,Pass
1511,19,Female,2.5,77.3,High School,Yes,59.6,40.9,Pass
1512,19,Female,3.9,73.7,Master's,Yes,74.6,57.9,Pass
1513,21,Female,1.7,81.9,Bachelor's,Yes,70.9,43.4,Pass
1514,21,Male,4.1,79.7,Bachelor's,Yes,69.0,67.4,Pass
1515,17,Male,3.8,78.1,Bachelor's,Yes,49.1,37.5,Fail
1516,17,Male,2.8,74.4,Master's,Yes,79.5,53.7,Pass
1517,19,Female,2.1,85.4,High School,Yes,69.4,43.4,Pass
1518,20,Female,2.0,99.4,Bachelor's,Yes,57.5,58.8,Pass
1519,22,Male,3.9,83.5,Bachelor's,Yes,69.1,59.6,Pass
1520,18,Female,4.9,92.5,Bachelor's,Yes,93.3,68.5,Pass
1521,19,Male,2.3,67.4,Bachelor's,Yes,74.0,58.3,Pass
1522,19,Female,3.8,83.7,High School,Yes,77.1,59.9,Pass
1523,22,Male,0.5,70.5,Diploma,Yes,52.8,35.2,Fail
1524,20,Male,2.4,66.5,Diploma,Yes,61.1,40.6,Pass
1525,20,Male,3.2,74.2,Master's,Yes,69.1,48.2,Pass
1526,19,Male,2.0,94.5,Diploma,Yes,76.9,58.7,Pass
1527,19,Male,1.9,92.0,High School,Yes,57.6,40.1,Pass
1528,18,Male,2.3,84.6,PhD,Yes,64.4,62.2,Pass
1529,17,Female,3.6,65.9,High School,Yes,71.2,42.8,Pass
1530,21,Female,2.9,79.9,PhD,Yes,71.4,65.1,Pass
1531,20,Male,0.5,85.2,Bachelor's,Yes,71.9,47.7,Pass
1532,22,Female,0.5,83.8,Master's,Yes,57.0,42.4,Pass
1533,22,Female,2.4,62.6,Diploma,Yes,58.8,46.2,Pass
1534,19,Male,3.8,72.7,High School,Yes,58.7,41.6,Pass
1535,20,Male,0.5,81.3,Bachelor's,Yes,59.7,46.2,Pass
1536,21,Male,2.5,87.6,Master's,Yes,59.8,30.8,Fail
1537,20,Male,2.5,58.9,Master's,Yes,58.5,37.2,Fail
1538,18,Female,5.1,80.3,High School,Yes,62.2,46.9,Pass
1539,19,Male,2.7,83.5,Master's,Yes,76.7,49.8,Pass
1540,18,Female,3.7,90.9,Master's,Yes,83.2,64.6,Pass
1541,22,Female,3.4,89.3,Bachelor's,Yes,59.9,52.9,Pass
1542,19,Male,0.5,88.1,Master's,Yes,74.5,56.0,Pass
1543,18,Female,4.2,73.6,Master's,Yes,93.9,71.7,Pass
1544,20,Male,3.5,62.0,Bachelor's,No,63.8,40.7,Pass
1545,19,Female,3.9,77.9,High School,Yes,63.0,51.9,Pass
1546,19,Male,8.0,,Bachelor's,No,95.0,82.6,Pass
1547,18,Female,0.5,96.6,High School,Yes,50.0,42.3,Pass
1548,20,Female,5.5,89.5,Bachelor's,Yes,82.4,74.4,Pass
1549,19,Male,2.8,86.5,Bachelor's,Yes,71.9,55.3,Pass
1550,20,Female,3.6,86.0,High School,Yes,80.3,54.5,Pass
1551,19,Female,3.1,76.2,Diploma,Yes,69.3,47.3,Pass
1552,21,Female,2.6,80.6,High School,Yes,59.8,41.0,Pass
1553,19,Female,2.4,99.5,Master's,Yes,67.4,52.9,Pass
1554,19,Female,3.6,72.1,Master's,Yes,68.3,55.1,Pass
1555,21,Male,1.2,99.0,High School,Yes,56.0,46.8,Pass
1556,19,Male,4.2,78.6,PhD,Yes,76.9,61.4,Pass
1557,18,Female,2.6,95.9,Bachelor's,Yes,68.2,54.4,Pass
1558,17,Male,1.7,67.2,Diploma,Yes,46.0,33.2,Fail
1559,20,Female,2.6,88.2,High School,Yes,76.3,52.3,Pass
1560,19,Female,4.9,74.3,Bachelor's,Yes,71.0,52.0,Pass
1561,20,Male,2.5,67.1,Master's,Yes,54.9,30.1,Fail
1562,18,Male,3.7,84.3,Bachelor's,Yes,72.0,52.8,Pass
1563,18,Female,2.2,92.6,High School,Yes,66.6,52.9,Pass
1564,17,Male,4.2,73.1,High School,Yes,53.8,39.5,Fail
1565,19,Female,4.1,66.3,Bachelor's,No,69.9,49.5,Pass
1566,19,Male,5.7,81.0,Diploma,Yes,69.9,63.1,Pass
1567,19,Female,3.0,81.1,Diploma,Yes,81.2,62.5,Pass
1568,19,Male,4.1,87.8,Diploma,Yes,78.3,54.8,Pass
1569,21,Female,3.3,92.0,Master's,Yes,73.0,65.7,Pass
1570,19,Male,4.9,81.4,Master's,Yes,73.3,69.0,Pass
1571,19,Female,2.2,100.0,Bachelor's,Yes,71.6,48.6,Pass
1572,20,Male,4.2,84.4,Master's,Yes,82.3,60.2,Pass
1573,19,Female,2.9,78.4,Diploma,Yes,66.1,57.3,Pass
1574,19,Female,3.1,65.1,Bachelor's,Yes,63.1,45.6,Pass
1575,21,Male,3.3,79.2,Diploma,Yes,68.6,37.8,Fail
1576,21,Male,3.5,78.5,Bachelor's,No,63.9,39.3,Fail
1577,18,Male,3.0,92.1,PhD,Yes,73.3,57.4,Pass
1578,21,Female,3.5,86.9,Bachelor's,Yes,56.7,40.8,Pass
1579,19,Female,5.3,69.6,Diploma,Yes,80.9,60.4,Pass
1580,18,Female,4.5,83.8,Bachelor's,Yes,78.8,63.6,Pass
1581,19,Male,4.4,89.1,High School,Yes,67.5,65.3,Pass
1582,22,Male,2.6,98.0,Master's,Yes,90.5,66.7,Pass
1583,19,Female,2.0,91.3,Bachelor's,Yes,69.5,59.4,Pass
1584,18,Male,4.5,90.0,Bachelor's,Yes,70.1,68.8,Pass
1585,20,Female,4.4,82.6,Bachelor's,Yes,82.5,74.3,Pass
1586,18,Male,5.2,86.1,Bachelor's,Yes,83.1,70.1,Pass
1587,17,Female,2.4,95.1,High School,Yes,70.8,40.5,Pass
1588,18,Male,2.9,68.0,Bachelor's,Yes,61.6,48.7,Pass
1589,18,Male,1.0,78.3,Diploma,Yes,62.3,48.8,Pass
1590,18,Female,2.7,73.9,Bachelor's,Yes,64.0,47.2,Pass
1591,18,Female,4.5,86.0,Master's,Yes,83.6,78.8,Pass
1592,20,Female,2.6,94.9,Master's,Yes,59.1,55.3,Pass
1593,18,Male,4.1,75.7,Bachelor's,Yes,68.8,58.5,Pass
1594,19,Male,2.9,56.9,Bachelor's,Yes,75.2,58.5,Pass
1595,21,Female,3.6,77.7,High School,Yes,60.7,49.5,Pass
1596,19,Female,1.7,91.6,Master's,Yes,64.9,33.7,Fail
1597,20,Male,3.3,87.6,Diploma,Yes,67.2,49.9,Pass
1598,18,Male,0.5,86.5,Bachelor's,No,49.6,41.0,Pass
1599,18,Male,2.9,79.1,Diploma,Yes,48.8,34.4,Fail
1600,17,Female,1.0,68.6,High School,Yes,51.7,31.6,Fail
1601,18,Male,4.8,87.4,Bachelor's,Yes,79.9,58.8,Pass
1602,18,Male,4.2,73.2,High School,Yes,67.4,63.6,Pass
1603,18,Male,3.8,100.0,Master's,Yes,79.6,76.9,Pass
1604,18,Male,5.3,88.0,Diploma,No,77.3,56.4,Pass
1605,18,Male,1.9,75.9,High School,No,65.7,43.6,Pass
1606,19,Male,5.6,75.6,Bachelor's,Yes,76.7,59.2,Pass
1607,18,Male,4.5,81.0,High School,No,64.9,54.4,Pass
1608,19,Female,2.9,79.5,Diploma,Yes,64.4,52.1,Pass
1609,19,Male,4.7,93.7,Bachelor's,Yes,85.0,74.8,Pass
1610,20,Female,1.7,84.0,High School,Yes,72.6,52.3,Pass
1611,17,Female,2.1,74.3,Master's,Yes,60.8,64.3,Pass
1612,20,Female,2.4,100.0,High School,No,68.0,43.5,Pass
1613,19,Female,2.5,82.5,Diploma,Yes,68.7,39.6,Fail
1614,18,Male,1.8,90.1,Master's,Yes,61.7,45.5,Pass
1615,21,Male,4.9,75.6,Diploma,Yes,73.6,48.7,Pass
1616,21,Female,2.9,85.8,High School,Yes,54.9,33.9,Fail
1617,17,Female,3.7,85.3,Diploma,Yes,57.5,41.7,Pass
1618,18,Female,2.4,62.2,Diploma,No,60.0,32.9,Fail
1619,20,Female,0.7,100.0,Master's,Yes,65.3,42.8,Pass
1620,20,Female,3.6,95.6,Diploma,Yes,76.2,64.2,Pass
1621,18,Male,0.6,77.8,Master's,Yes,60.8,38.4,Fail
1622,18,Male,3.1,70.4,Master's,Yes,60.7,46.0,Pass
1623,19,Female,1.4,85.6,Bachelor's,Yes,64.2,52.4,Pass
1624,19,Female,5.9,82.9,Master's,Yes,73.9,60.2,Pass
1625,19,Male,4.4,85.7,Diploma,Yes,85.8,64.9,Pass
1626,19,Female,3.3,84.0,PhD,Yes,63.8,55.1,Pass
1627,19,Male,4.9,87.3,,Yes,73.6,47.7,Pass
1628,20,Female,2.1,97.2,Bachelor's,Yes,62.8,34.5,Fail
1629,17,Male,3.9,88.0,Bachelor's,Yes,79.9,65.4,Pass
1630,18,Male,3.5,71.0,Diploma,Yes,63.7,51.5,Pass
1631,20,Female,3.6,96.3,Bachelor's,Yes,72.7,73.2,Pass
1632,21,Male,4.9,99.2,Bachelor's,No,87.8,71.3,Pass
1633,19,Female,4.2,100.0,High School,Yes,76.6,68.0,Pass
1634,19,Female,3.6,70.2,High School,Yes,68.6,49.1,Pass
1635,18,Female,1.0,84.6,Bachelor's,Yes,54.8,41.7,Pass
1636,19,Male,1.9,60.1,Bachelor's,Yes,47.2,43.9,Pass
1637,19,Male,3.0,87.8,PhD,Yes,75.6,45.7,Pass
1638,18,Male,3.3,76.2,Master's,Yes,68.6,56.2,Pass
1639,18,Female,1.7,100.0,PhD,Yes,78.4,73.8,Pass
1640,19,Female,6.5,73.9,Bachelor's,Yes,80.6,69.9,Pass
1641,17,Female,5.2,64.3,Diploma,Yes,72.6,67.7,Pass
1642,18,Female,4.0,,High School,Yes,55.3,41.1,Pass
1643,18,Female,3.3,61.3,Master's,Yes,81.5,57.8,Pass
1644,18,Female,2.9,89.9,Bachelor's,No,68.7,52.0,Pass
1645,18,Male,1.9,60.3,High School,Yes,60.1,24.3,Fail
1646,21,Female,3.3,82.3,Diploma,Yes,62.4,41.7,Pass
1647,19,Male,3.5,60.2,PhD,Yes,70.3,45.1,Pass
1648,20,Female,1.5,78.6,Bachelor's,Yes,52.3,43.9,Pass
1649,20,Female,3.7,99.3,Bachelor's,Yes,81.8,71.6,Pass
1650,19,Female,,85.8,Bachelor's,Yes,68.2,55.5,Pass
1651,18,Male,0.6,72.9,High School,Yes,53.6,39.2,Fail
1652,19,Male,2.0,81.7,Diploma,Yes,69.3,48.5,Pass
1653,19,Male,2.6,82.2,Diploma,Yes,56.4,51.6,Pass
1654,20,Male,5.7,87.0,High School,Yes,72.8,62.1,Pass
1655,19,Male,4.0,67.6,Master's,Yes,74.9,57.7,Pass
1656,18,Female,1.4,88.2,Bachelor's,Yes,82.2,55.8,Pass
1657,18,Female,3.9,53.6,Master's,Yes,65.2,53.1,Pass
1658,19,Male,1.1,75.4,Master's,Yes,66.9,43.4,Pass
1659,20,Male,4.7,76.9,High School,Yes,70.2,62.1,Pass
1660,19,Male,2.6,88.6,Bachelor's,Yes,85.9,55.8,Pass
1661,19,Female,3.1,82.2,Bachelor's,Yes,56.3,38.9,Fail
1662,22,Male,5.0,67.2,Master's,No,73.9,61.5,Pass
1663,19,Female,1.5,71.7,High School,Yes,43.5,29.7,Fail
1664,18,Male,1.3,84.1,Bachelor's,Yes,43.7,31.2,Fail
1665,18,Female,2.4,81.2,Bachelor's,Yes,69.6,57.4,Pass
1666,18,Female,4.6,75.9,Diploma,Yes,73.4,54.1,Pass
1667,18,Male,1.1,77.0,High School,Yes,54.4,35.2,Fail
1668,18,Female,0.5,89.3,Bachelor's,Yes,61.3,52.2,Pass
1669,18,Male,2.6,76.6,Bachelor's,Yes,91.3,73.9,Pass
1670,18,Female,3.9,81.1,Diploma,Yes,69.1,64.8,Pass
1671,18,Male,4.8,100.0,Bachelor's,Yes,86.9,70.3,Pass
1672,21,Female,2.6,67.1,Diploma,Yes,56.3,48.8,Pass
1673,18,Female,2.6,62.6,Bachelor's,Yes,64.4,39.3,Fail
1674,19,Female,4.8,90.2,High School,Yes,73.8,54.9,Pass
1675,19,Female,0.7,74.9,Master's,Yes,57.1,24.0,Fail
1676,22,Male,2.7,78.7,Diploma,Yes,80.1,68.0,Pass
1677,18,Male,3.5,73.8,Diploma,Yes,76.6,50.8,Pass
1678,19,Male,3.8,79.3,High School,No,67.3,48.7,Pass
1679,22,Male,2.5,98.8,High School,Yes,50.8,36.8,Fail
1680,21,Female,3.2,90.4,Bachelor's,Yes,70.4,60.7,Pass
1681,20,Male,0.5,91.1,Diploma,Yes,82.4,52.4,Pass
1682,18,Female,2.3,67.1,Master's,Yes,62.4,36.8,Fail
1683,18,Female,3.8,69.9,High School,Yes,74.0,56.9,Pass
1684,20,Female,1.9,52.2,Diploma,Yes,65.4,31.8,Fail
1685,21,Male,3.3,73.5,Diploma,Yes,68.1,45.4,Pass
1686,19,Female,3.8,92.0,High School,Yes,65.5,39.8,Fail
1687,19,Female,2.7,87.4,High School,Yes,46.9,29.5,Fail
1688,18,Male,3.4,79.7,Bachelor's,No,74.2,55.5,Pass
1689,20,Female,1.9,81.8,Bachelor's,Yes,58.9,31.4,Fail
1690,18,Female,2.9,74.8,Bachelor's,Yes,68.5,41.5,Pass
1691,18,Male,4.0,84.1,Bachelor's,Yes,64.5,53.7,Pass
1692,19,Male,3.4,90.0,Bachelor's,Yes,71.9,54.0,Pass
1693,19,Male,2.4,65.0,High School,Yes,58.3,53.0,Pass
1694,18,Male,3.5,85.1,Bachelor's,Yes,75.0,70.5,Pass
1695,18,Male,4.2,91.8,PhD,Yes,71.9,55.8,Pass
1696,19,Male,,77.6,Bachelor's,Yes,68.0,48.3,Pass
1697,18,Male,4.8,89.4,Bachelor's,No,72.6,64.1,Pass
1698,19,Male,2.7,100.0,,Yes,59.0,45.3,Pass
1699,18,Female,3.8,80.9,Master's,Yes,73.8,49.1,Pass
1700,19,Female,4.8,86.1,Master's,No,78.6,62.9,Pass
1701,19,Female,1.3,74.3,Bachelor's,Yes,61.9,41.6,Pass
1702,17,Male,2.2,83.9,PhD,Yes,81.1,56.8,Pass
1703,19,Male,2.8,86.8,High School,Yes,64.7,52.1,Pass
1704,18,Male,2.1,84.0,High School,Yes,61.9,40.2,Pass
1705,17,Male,5.5,71.3,Master's,Yes,69.6,51.7,Pass
1706,22,Male,2.0,84.2,Master's,Yes,75.1,55.9,Pass
1707,18,Female,2.5,97.4,High School,Yes,70.2,56.2,Pass
1708,20,Male,3.5,86.7,Diploma,Yes,68.0,46.3,Pass
1709,18,Female,1.6,92.1,High School,Yes,48.2,43.4,Pass
1710,20,Female,2.7,79.5,Diploma,Yes,77.4,44.2,Pass
1711,20,Male,3.6,89.9,Master's,Yes,66.9,52.3,Pass
1712,19,Male,2.8,84.9,Bachelor's,Yes,65.2,49.3,Pass
1713,19,Female,3.1,72.0,Diploma,Yes,67.9,45.7,Pass
1714,19,Male,2.5,85.3,Diploma,Yes,57.3,41.0,Pass
1715,19,Male,1.2,71.6,High School,Yes,43.4,41.5,Pass
1716,21,Female,3.6,75.4,Diploma,Yes,51.1,36.7,Fail
1717,20,Male,5.6,84.0,Bachelor's,Yes,86.6,86.9,Pass
1718,22,Female,3.2,85.1,PhD,Yes,70.3,59.2,Pass
1719,18,Female,3.5,69.5,Master's,Yes,93.3,67.6,Pass
1720,20,Male,4.1,93.1,High School,Yes,65.8,57.9,Pass
1721,21,Male,1.5,88.0,Master's,Yes,60.4,62.5,Pass
1722,18,Male,5.5,74.6,Master's,No,72.9,52.8,Pass
1723,17,Male,3.5,65.9,Master's,Yes,70.6,45.8,Pass
1724,20,Male,5.4,80.5,Bachelor's,Yes,75.2,58.2,Pass
1725,19,Female,2.2,77.3,Diploma,Yes,68.0,48.7,Pass
1726,20,Male,5.7,83.2,Diploma,No,69.2,46.4,Pass
1727,18,Male,4.2,78.2,High School,Yes,58.4,47.9,Pass
1728,20,Female,3.9,60.9,Diploma,Yes,50.3,50.7,Pass
1729,18,Female,3.5,77.9,Diploma,Yes,50.7,43.2,Pass
1730,18,Female,2.9,78.8,Bachelor's,Yes,64.3,47.6,Pass
1731,18,Male,4.8,88.7,Master's,Yes,78.8,62.1,Pass
1732,20,Female,3.4,74.7,Bachelor's,Yes,64.1,55.8,Pass
1733,20,Female,0.5,99.6,High School,Yes,71.4,43.9,Pass
1734,19,Male,1.7,61.9,PhD,No,69.0,56.3,Pass
1735,19,Male,2.9,95.8,Master's,No,71.2,67.8,Pass
1736,21,Female,3.6,79.6,Master's,Yes,59.1,51.1,Pass
1737,19,Male,3.1,91.0,PhD,Yes,71.6,58.0,Pass
1738,20,Male,4.8,82.8,Bachelor's,Yes,72.5,67.0,Pass
1739,19,Male,0.6,94.0,PhD,Yes,61.8,53.1,Pass
1740,19,Male,3.4,77.9,High School,Yes,60.5,41.5,Pass
1741,19,Female,0.7,70.5,Diploma,Yes,49.7,28.9,Fail
1742,18,Female,4.2,96.9,Diploma,Yes,74.3,53.0,Pass
1743,20,Female,3.1,80.8,High School,Yes,60.8,49.3,Pass
1744,19,Male,3.8,84.3,High School,Yes,71.4,59.7,Pass
1745,18,Male,2.0,95.0,Bachelor's,Yes,72.9,46.4,Pass
1746,21,Male,4.9,71.2,Master's,Yes,68.7,54.0,Pass
1747,19,Male,4.6,88.3,Bachelor's,Yes,88.4,61.4,Pass
1748,19,Male,4.0,75.8,High School,Yes,60.0,41.8,Pass
1749,21,Female,3.0,80.6,Master's,Yes,58.4,51.2,Pass
1750,19,Male,4.0,82.8,Bachelor's,Yes,77.1,56.0,Pass
1751,18,Female,2.2,66.2,Diploma,Yes,53.0,35.6,Fail
1752,21,Male,4.4,73.8,Bachelor's,Yes,75.4,48.5,Pass
1753,19,Male,5.4,96.2,Diploma,Yes,62.8,59.4,Pass
1754,19,Male,4.6,91.3,,Yes,88.4,69.5,Pass
1755,18,Female,2.2,81.3,Master's,Yes,73.8,49.7,Pass
1756,20,Female,3.7,84.6,Diploma,Yes,59.5,48.0,Pass
1757,19,Female,1.5,78.9,Bachelor's,Yes,51.0,39.0,Fail
1758,19,Male,4.0,96.2,Master's,No,91.8,65.1,Pass
1759,21,Male,3.8,79.9,Bachelor's,Yes,66.5,43.9,Pass
1760,20,Female,0.7,84.4,High School,Yes,50.7,46.5,Pass
